age,height,sex,ethnic,errors,fev1_predicted,fev1_lln,fev1_uln,fev1_z,fev1_pp,fvc_predicted,fvc_lln,fvc_uln,fvc_z,fvc_pp,fev1fvc_predicted,fev1fvc_lln,fev1fvc_uln,fev1fvc_z,fev1fvc_pp,fef2575_predicted,fef2575_lln,fef2575_uln,fef2575_z,fef2575_pp,fef75_predicted,fef75_lln,fef75_uln,fef75_z,fef75_pp,fev075_predicted,fev075_lln,fev075_uln,fev075_z,fev075_pp,fev075fvc_predicted,fev075fvc_lln,fev075fvc_uln,fev075fvc_z,fev075fvc_pp,tlco_predicted,tlco_lln,tlco_uln,tlco_z,tlco_pp,dlco_predicted,dlco_lln,dlco_uln,dlco_z,dlco_pp,kcosi_predicted,kcotr_predicted,kcosi_lln,kcosi_uln,kcotr_lln,kcotr_uln,kcosi_z,kcosi_pp,kcotr_z,kcotr_pp,va_predicted,va_lln,va_uln,va_z,va_pp,frc_predicted,frc_lln,frc_uln,frc_z,frc_pp,tlc_predicted,tlc_lln,tlc_uln,tlc_z,tlc_pp,rv_predicted,rv_lln,rv_uln,rv_z,rv_pp,rvtlc_predicted,rvtlc_lln,rvtlc_uln,rvtlc_z,rvtlc_pp,erv_predicted,erv_lln,erv_uln,erv_z,erv_pp,ic_predicted,ic_lln,ic_uln,ic_z,ic_pp,vc_predicted,vc_lln,vc_uln,vc_z,vc_pp,frc_mbw_predicted,frc_mbw_lln,frc_mbw_uln,frc_mbw_z,frc_mbw_pp,lci_predicted,lci_lln,lci_uln,lci_z,lci_pp
74,192,M,0,,3.563,2.589,4.478,0,0,4.869,3.609,6.151,0,0,0.749,0.615,0.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.876,7.214,13.06,0,0,29.5,21.548,39.01,0,0,1.29,3.854,0.95,1.663,2.837,4.968,0,0,0,0,7.692,6.185,9.318,0,0,4.857,3.386,6.697,0,0,8.502,6.685,10.345,0,0,3.173,1.837,4.792,0,0,37.21,25.255,49.716,0,0,1.616,0.487,3.306,0,0,3.697,2.567,4.778,0,0,5.214,4.145,6.314,0,0,5.158,3.689,6.793,0,0,7.369,6.39,8.571,0,0
74,192,F,0,,3.065,2.113,3.956,0,0,4.129,2.894,5.404,0,0,0.76,0.633,0.864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.199,6.127,10.764,0,0,24.492,18.301,32.153,0,0,1.237,3.696,0.941,1.576,2.81,4.707,0,0,0,0,6.489,5.168,7.955,0,0,4.335,3.088,5.903,0,0,7.145,5.617,8.872,0,0,3.058,1.808,4.703,0,0,41.431,28.455,55.269,0,0,1.108,0.271,2.454,0,0,2.939,1.946,3.941,0,0,4.031,3.131,4.924,0,0,4.936,3.531,6.501,0,0,7.369,6.39,8.571,0,0
74,193,M,0,,3.609,2.623,4.536,0,0,4.939,3.661,6.239,0,0,0.748,0.614,0.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.98,7.29,13.198,0,0,29.811,21.775,39.421,0,0,1.288,3.846,0.948,1.66,2.831,4.957,0,0,0,0,7.789,6.263,9.437,0,0,4.927,3.435,6.794,0,0,8.605,6.766,10.471,0,0,3.215,1.861,4.855,0,0,37.207,25.253,49.712,0,0,1.646,0.496,3.367,0,0,3.739,2.596,4.833,0,0,5.277,4.195,6.39,0,0,5.26,3.764,6.925,0,0,7.369,6.39,8.571,0,0
74,193,F,0,,3.103,2.14,4.005,0,0,4.186,2.934,5.478,0,0,0.76,0.632,0.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.269,6.179,10.855,0,0,24.698,18.456,32.425,0,0,1.233,3.684,0.938,1.57,2.801,4.691,0,0,0,0,6.563,5.227,8.046,0,0,4.394,3.13,5.984,0,0,7.229,5.682,8.976,0,0,3.101,1.833,4.769,0,0,41.429,28.454,55.266,0,0,1.124,0.275,2.491,0,0,2.97,1.966,3.983,0,0,4.076,3.166,4.978,0,0,5.034,3.602,6.627,0,0,7.369,6.39,8.571,0,0
74,194,M,0,,3.655,2.656,4.594,0,0,5.009,3.713,6.327,0,0,0.747,0.614,0.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.085,7.366,13.336,0,0,30.124,22.003,39.834,0,0,1.285,3.838,0.946,1.656,2.825,4.947,0,0,0,0,7.888,6.342,9.556,0,0,4.998,3.484,6.892,0,0,8.709,6.848,10.597,0,0,3.257,1.885,4.918,0,0,37.203,25.251,49.708,0,0,1.676,0.505,3.428,0,0,3.782,2.626,4.888,0,0,5.34,4.246,6.467,0,0,5.364,3.841,7.059,0,0,7.369,6.39,8.571,0,0
74,194,F,0,,3.141,2.166,4.055,0,0,4.243,2.974,5.553,0,0,0.759,0.631,0.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.338,6.231,10.947,0,0,24.906,18.611,32.697,0,0,1.229,3.672,0.935,1.565,2.791,4.675,0,0,0,0,6.638,5.286,8.137,0,0,4.454,3.173,6.065,0,0,7.312,5.748,9.079,0,0,3.144,1.859,4.835,0,0,41.428,28.453,55.264,0,0,1.141,0.279,2.528,0,0,3.001,1.987,4.025,0,0,4.121,3.2,5.033,0,0,5.133,3.676,6.755,0,0,7.369,6.39,8.571,0,0
74,195,M,0,,3.701,2.69,4.653,0,0,5.079,3.765,6.417,0,0,0.747,0.613,0.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.19,7.443,13.475,0,0,30.438,22.233,40.25,0,0,1.282,3.829,0.944,1.653,2.819,4.936,0,0,0,0,7.987,6.422,9.676,0,0,5.07,3.534,6.99,0,0,8.813,6.93,10.724,0,0,3.3,1.91,4.983,0,0,37.2,25.249,49.703,0,0,1.706,0.514,3.49,0,0,3.825,2.656,4.943,0,0,5.404,4.296,6.544,0,0,5.47,3.919,7.195,0,0,7.369,6.39,8.571,0,0
74,195,F,0,,3.18,2.193,4.105,0,0,4.301,3.014,5.628,0,0,0.758,0.631,0.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.408,6.283,11.038,0,0,25.114,18.767,32.971,0,0,1.225,3.66,0.931,1.56,2.782,4.66,0,0,0,0,6.713,5.345,8.229,0,0,4.514,3.216,6.147,0,0,7.396,5.814,9.184,0,0,3.188,1.884,4.902,0,0,41.426,28.452,55.262,0,0,1.158,0.283,2.566,0,0,3.033,2.008,4.067,0,0,4.166,3.235,5.088,0,0,5.235,3.751,6.886,0,0,7.369,6.39,8.571,0,0
74,196,M,0,,3.748,2.724,4.712,0,0,5.151,3.818,6.507,0,0,0.746,0.612,0.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.296,7.52,13.615,0,0,30.754,22.463,40.668,0,0,1.279,3.821,0.942,1.649,2.813,4.926,0,0,0,0,8.087,6.502,9.797,0,0,5.142,3.584,7.09,0,0,8.918,7.012,10.851,0,0,3.343,1.935,5.049,0,0,37.197,25.247,49.699,0,0,1.737,0.523,3.552,0,0,3.868,2.686,4.998,0,0,5.468,4.347,6.622,0,0,5.579,3.999,7.335,0,0,7.369,6.39,8.571,0,0
74,196,F,0,,3.219,2.22,4.155,0,0,4.359,3.055,5.704,0,0,0.758,0.63,0.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.478,6.335,11.13,0,0,25.323,18.923,33.245,0,0,1.221,3.647,0.928,1.555,2.773,4.644,0,0,0,0,6.788,5.405,8.321,0,0,4.574,3.259,6.229,0,0,7.481,5.881,9.289,0,0,3.232,1.911,4.97,0,0,41.425,28.451,55.26,0,0,1.175,0.288,2.604,0,0,3.064,2.029,4.11,0,0,4.211,3.271,5.143,0,0,5.338,3.827,7.019,0,0,7.369,6.39,8.571,0,0
74,197,M,0,,3.796,2.759,4.771,0,0,5.223,3.871,6.598,0,0,0.745,0.612,0.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.402,7.598,13.755,0,0,31.071,22.695,41.088,0,0,1.277,3.813,0.94,1.646,2.807,4.915,0,0,0,0,8.187,6.583,9.919,0,0,5.215,3.635,7.19,0,0,9.024,7.095,10.98,0,0,3.387,1.961,5.115,0,0,37.193,25.244,49.694,0,0,1.768,0.533,3.616,0,0,3.911,2.716,5.054,0,0,5.533,4.399,6.7,0,0,5.689,4.081,7.477,0,0,7.369,6.39,8.571,0,0
74,197,F,0,,3.259,2.247,4.206,0,0,4.417,3.096,5.781,0,0,0.757,0.63,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.548,6.387,11.222,0,0,25.532,19.079,33.52,0,0,1.217,3.635,0.925,1.55,2.764,4.629,0,0,0,0,6.864,5.466,8.414,0,0,4.635,3.302,6.312,0,0,7.566,5.948,9.395,0,0,3.277,1.937,5.039,0,0,41.423,28.45,55.258,0,0,1.193,0.292,2.642,0,0,3.096,2.05,4.152,0,0,4.257,3.306,5.199,0,0,5.444,3.905,7.155,0,0,7.369,6.39,8.571,0,0
74,198,M,0,,3.843,2.793,4.831,0,0,5.295,3.925,6.689,0,0,0.744,0.611,0.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.509,7.676,13.897,0,0,31.39,22.929,41.51,0,0,1.274,3.805,0.938,1.642,2.801,4.905,0,0,0,0,8.289,6.665,10.042,0,0,5.288,3.686,7.292,0,0,9.13,7.179,11.109,0,0,3.432,1.987,5.182,0,0,37.19,25.242,49.69,0,0,1.799,0.542,3.68,0,0,3.955,2.746,5.111,0,0,5.598,4.45,6.779,0,0,5.801,4.164,7.621,0,0,7.369,6.39,8.571,0,0
74,198,F,0,,3.298,2.274,4.257,0,0,4.476,3.137,5.858,0,0,0.756,0.629,0.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.618,6.44,11.314,0,0,25.742,19.236,33.795,0,0,1.213,3.624,0.922,1.545,2.755,4.614,0,0,0,0,6.94,5.527,8.508,0,0,4.697,3.346,6.396,0,0,7.652,6.015,9.501,0,0,3.322,1.964,5.109,0,0,41.422,28.449,55.256,0,0,1.21,0.296,2.681,0,0,3.128,2.071,4.195,0,0,4.302,3.342,5.255,0,0,5.551,3.985,7.293,0,0,7.369,6.39,8.571,0,0
74,199,M,0,,3.891,2.828,4.891,0,0,5.369,3.979,6.782,0,0,0.743,0.61,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.616,7.755,14.039,0,0,31.711,23.163,41.934,0,0,1.271,3.797,0.936,1.639,2.795,4.895,0,0,0,0,8.391,6.747,10.165,0,0,5.362,3.738,7.394,0,0,9.237,7.263,11.24,0,0,3.477,2.013,5.251,0,0,37.187,25.24,49.686,0,0,1.831,0.552,3.745,0,0,3.999,2.776,5.167,0,0,5.663,4.502,6.858,0,0,5.916,4.249,7.769,0,0,7.369,6.39,8.571,0,0
74,199,F,0,,3.338,2.302,4.309,0,0,4.536,3.179,5.936,0,0,0.755,0.628,0.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.689,6.493,11.407,0,0,25.953,19.394,34.072,0,0,1.209,3.612,0.919,1.54,2.746,4.599,0,0,0,0,7.017,5.588,8.602,0,0,4.759,3.39,6.481,0,0,7.738,6.083,9.609,0,0,3.368,1.991,5.18,0,0,41.42,28.448,55.254,0,0,1.228,0.3,2.72,0,0,3.16,2.092,4.238,0,0,4.349,3.378,5.311,0,0,5.661,4.066,7.434,0,0,7.369,6.39,8.571,0,0
74,200,M,0,,3.939,2.863,4.952,0,0,5.443,4.034,6.875,0,0,0.743,0.609,0.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.724,7.833,14.182,0,0,32.034,23.398,42.36,0,0,1.269,3.789,0.934,1.635,2.789,4.884,0,0,0,0,8.494,6.83,10.29,0,0,5.437,3.79,7.497,0,0,9.345,7.348,11.371,0,0,3.523,2.039,5.32,0,0,37.183,25.238,49.681,0,0,1.863,0.561,3.811,0,0,4.043,2.807,5.224,0,0,5.729,4.555,6.938,0,0,6.033,4.335,7.919,0,0,7.369,6.39,8.571,0,0
74,200,F,0,,3.378,2.329,4.36,0,0,4.596,3.221,6.014,0,0,0.755,0.628,0.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.76,6.546,11.5,0,0,26.165,19.552,34.35,0,0,1.205,3.6,0.916,1.535,2.737,4.584,0,0,0,0,7.094,5.649,8.696,0,0,4.822,3.435,6.566,0,0,7.825,6.151,9.716,0,0,3.415,2.019,5.252,0,0,41.419,28.447,55.252,0,0,1.246,0.305,2.76,0,0,3.193,2.114,4.282,0,0,4.395,3.414,5.368,0,0,5.773,4.148,7.578,0,0,7.369,6.39,8.571,0,0
75,150,M,0,,1.922,1.395,2.417,0,0,2.467,1.827,3.118,0,0,0.79,0.647,0.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.964,4.349,7.898,0,0,17.815,12.989,23.592,0,0,1.423,4.252,1.046,1.837,3.124,5.488,0,0,0,0,4.214,3.387,5.106,0,0,2.467,1.721,3.401,0,0,4.795,3.763,5.841,0,0,1.851,1.063,2.808,0,0,37.902,25.661,50.712,0,0,0.684,0.203,1.407,0,0,2.121,1.471,2.742,0,0,2.909,2.312,3.523,0,0,2.274,1.585,3.047,0,0,7.411,6.428,8.616,0,0
75,150,F,0,,1.684,1.158,2.176,0,0,2.146,1.5,2.812,0,0,0.795,0.66,0.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.479,4.086,7.204,0,0,16.365,12.206,21.518,0,0,1.449,4.328,1.1,1.847,3.287,5.516,0,0,0,0,3.777,3.004,4.634,0,0,2.285,1.628,3.111,0,0,4.114,3.227,5.118,0,0,1.733,1.02,2.674,0,0,42.151,28.958,56.219,0,0,0.538,0.128,1.204,0,0,1.753,1.159,2.352,0,0,2.355,1.827,2.878,0,0,2.176,1.517,2.916,0,0,7.411,6.428,8.616,0,0
75,151,M,0,,1.953,1.418,2.457,0,0,2.512,1.86,3.175,0,0,0.788,0.646,0.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.045,4.407,8.005,0,0,18.056,13.164,23.91,0,0,1.42,4.24,1.043,1.832,3.115,5.473,0,0,0,0,4.282,3.442,5.189,0,0,2.513,1.753,3.464,0,0,4.869,3.821,5.932,0,0,1.875,1.077,2.845,0,0,37.899,25.658,50.708,0,0,0.7,0.208,1.44,0,0,2.152,1.493,2.783,0,0,2.954,2.348,3.578,0,0,2.319,1.617,3.106,0,0,7.411,6.428,8.616,0,0
75,151,F,0,,1.711,1.176,2.211,0,0,2.183,1.526,2.862,0,0,0.794,0.659,0.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.538,4.131,7.282,0,0,16.541,12.338,21.751,0,0,1.443,4.309,1.096,1.839,3.272,5.492,0,0,0,0,3.832,3.048,4.702,0,0,2.325,1.657,3.165,0,0,4.176,3.275,5.194,0,0,1.758,1.034,2.711,0,0,42.149,28.957,56.217,0,0,0.549,0.13,1.227,0,0,1.777,1.175,2.384,0,0,2.388,1.853,2.918,0,0,2.219,1.548,2.973,0,0,7.411,6.428,8.616,0,0
75,152,M,0,,1.985,1.441,2.497,0,0,2.558,1.894,3.233,0,0,0.787,0.645,0.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.126,4.466,8.112,0,0,18.298,13.341,24.231,0,0,1.416,4.229,1.04,1.827,3.107,5.458,0,0,0,0,4.351,3.498,5.273,0,0,2.559,1.785,3.527,0,0,4.944,3.88,6.023,0,0,1.9,1.091,2.883,0,0,37.895,25.656,50.703,0,0,0.716,0.213,1.473,0,0,2.184,1.515,2.823,0,0,2.999,2.384,3.633,0,0,2.365,1.65,3.166,0,0,7.411,6.428,8.616,0,0
75,152,F,0,,1.738,1.195,2.246,0,0,2.222,1.553,2.911,0,0,0.793,0.659,0.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.597,4.175,7.36,0,0,16.719,12.471,21.985,0,0,1.437,4.291,1.091,1.831,3.259,5.469,0,0,0,0,3.888,3.092,4.77,0,0,2.365,1.685,3.22,0,0,4.237,3.323,5.271,0,0,1.782,1.049,2.749,0,0,42.148,28.956,56.215,0,0,0.559,0.133,1.25,0,0,1.801,1.191,2.416,0,0,2.422,1.879,2.959,0,0,2.263,1.579,3.03,0,0,7.411,6.428,8.616,0,0
75,153,M,0,,2.018,1.464,2.538,0,0,2.604,1.928,3.292,0,0,0.786,0.644,0.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.207,4.526,8.22,0,0,18.541,13.519,24.554,0,0,1.412,4.217,1.037,1.822,3.098,5.443,0,0,0,0,4.421,3.554,5.358,0,0,2.606,1.818,3.592,0,0,5.02,3.94,6.115,0,0,1.925,1.105,2.921,0,0,37.892,25.654,50.699,0,0,0.733,0.217,1.507,0,0,2.215,1.537,2.864,0,0,3.045,2.42,3.688,0,0,2.412,1.684,3.228,0,0,7.411,6.428,8.616,0,0
75,153,F,0,,1.765,1.214,2.282,0,0,2.26,1.58,2.962,0,0,0.792,0.658,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.657,4.219,7.439,0,0,16.898,12.604,22.219,0,0,1.43,4.273,1.086,1.823,3.245,5.445,0,0,0,0,3.944,3.137,4.839,0,0,2.406,1.714,3.276,0,0,4.3,3.372,5.349,0,0,1.807,1.063,2.787,0,0,42.146,28.955,56.213,0,0,0.57,0.135,1.274,0,0,1.825,1.207,2.449,0,0,2.456,1.906,3.001,0,0,2.308,1.611,3.089,0,0,7.411,6.428,8.616,0,0
75,154,M,0,,2.05,1.488,2.579,0,0,2.651,1.963,3.351,0,0,0.785,0.643,0.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,4.586,8.329,0,0,18.787,13.698,24.879,0,0,1.408,4.206,1.034,1.817,3.09,5.428,0,0,0,0,4.492,3.61,5.444,0,0,2.654,1.851,3.657,0,0,5.096,4.0,6.208,0,0,1.95,1.12,2.959,0,0,37.889,25.652,50.694,0,0,0.75,0.222,1.542,0,0,2.247,1.559,2.905,0,0,3.091,2.457,3.744,0,0,2.46,1.718,3.29,0,0,7.411,6.428,8.616,0,0
75,154,F,0,,1.793,1.233,2.317,0,0,2.299,1.607,3.013,0,0,0.791,0.657,0.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.717,4.264,7.517,0,0,17.077,12.737,22.455,0,0,1.424,4.255,1.082,1.815,3.231,5.423,0,0,0,0,4.0,3.182,4.908,0,0,2.447,1.744,3.332,0,0,4.362,3.421,5.427,0,0,1.832,1.078,2.826,0,0,42.145,28.954,56.211,0,0,0.581,0.138,1.298,0,0,1.849,1.223,2.482,0,0,2.49,1.932,3.042,0,0,2.354,1.644,3.148,0,0,7.411,6.428,8.616,0,0
75,155,M,0,,2.083,1.512,2.62,0,0,2.698,1.998,3.41,0,0,0.784,0.642,0.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.372,4.646,8.439,0,0,19.034,13.878,25.206,0,0,1.404,4.194,1.032,1.812,3.081,5.414,0,0,0,0,4.563,3.668,5.53,0,0,2.701,1.884,3.723,0,0,5.173,4.06,6.302,0,0,1.976,1.135,2.998,0,0,37.885,25.649,50.69,0,0,0.767,0.227,1.577,0,0,2.279,1.581,2.947,0,0,3.138,2.494,3.8,0,0,2.508,1.753,3.354,0,0,7.411,6.428,8.616,0,0
75,155,F,0,,1.821,1.252,2.353,0,0,2.338,1.635,3.065,0,0,0.79,0.656,0.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.777,4.309,7.597,0,0,17.257,12.871,22.691,0,0,1.419,4.237,1.077,1.808,3.218,5.4,0,0,0,0,4.057,3.227,4.978,0,0,2.489,1.773,3.389,0,0,4.426,3.471,5.506,0,0,1.857,1.093,2.865,0,0,42.143,28.953,56.209,0,0,0.591,0.14,1.322,0,0,1.874,1.239,2.514,0,0,2.524,1.959,3.084,0,0,2.4,1.678,3.209,0,0,7.411,6.428,8.616,0,0
75,156,M,0,,2.116,1.536,2.662,0,0,2.746,2.033,3.471,0,0,0.783,0.641,0.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.456,4.707,8.549,0,0,19.283,14.059,25.535,0,0,1.4,4.183,1.029,1.808,3.073,5.399,0,0,0,0,4.635,3.725,5.617,0,0,2.75,1.918,3.79,0,0,5.251,4.121,6.397,0,0,2.002,1.149,3.037,0,0,37.882,25.647,50.685,0,0,0.784,0.233,1.613,0,0,2.311,1.603,2.988,0,0,3.185,2.531,3.857,0,0,2.558,1.789,3.418,0,0,7.411,6.428,8.616,0,0
75,156,F,0,,1.849,1.271,2.39,0,0,2.378,1.662,3.117,0,0,0.789,0.655,0.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.838,4.354,7.676,0,0,17.437,13.006,22.929,0,0,1.413,4.22,1.073,1.8,3.204,5.378,0,0,0,0,4.114,3.272,5.048,0,0,2.531,1.803,3.446,0,0,4.49,3.521,5.585,0,0,1.883,1.108,2.905,0,0,42.142,28.952,56.207,0,0,0.602,0.143,1.347,0,0,1.898,1.255,2.547,0,0,2.559,1.985,3.127,0,0,2.448,1.712,3.271,0,0,7.411,6.428,8.616,0,0
75,157,M,0,,2.15,1.56,2.704,0,0,2.794,2.069,3.532,0,0,0.782,0.64,0.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.539,4.768,8.66,0,0,19.533,14.242,25.867,0,0,1.397,4.172,1.026,1.803,3.065,5.385,0,0,0,0,4.708,3.784,5.705,0,0,2.799,1.952,3.857,0,0,5.329,4.182,6.492,0,0,2.028,1.165,3.077,0,0,37.878,25.645,50.681,0,0,0.802,0.238,1.649,0,0,2.344,1.626,3.03,0,0,3.232,2.569,3.914,0,0,2.608,1.826,3.485,0,0,7.411,6.428,8.616,0,0
75,157,F,0,,1.877,1.291,2.427,0,0,2.418,1.69,3.169,0,0,0.788,0.655,0.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.898,4.399,7.756,0,0,17.618,13.141,23.167,0,0,1.407,4.202,1.068,1.793,3.191,5.355,0,0,0,0,4.172,3.318,5.119,0,0,2.573,1.834,3.504,0,0,4.554,3.572,5.665,0,0,1.909,1.124,2.945,0,0,42.14,28.951,56.205,0,0,0.614,0.146,1.372,0,0,1.923,1.271,2.581,0,0,2.593,2.013,3.169,0,0,2.496,1.747,3.335,0,0,7.411,6.428,8.616,0,0
75,158,M,0,,2.184,1.585,2.747,0,0,2.843,2.105,3.593,0,0,0.781,0.639,0.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.624,4.829,8.772,0,0,19.785,14.425,26.2,0,0,1.393,4.161,1.023,1.798,3.057,5.371,0,0,0,0,4.781,3.843,5.794,0,0,2.848,1.987,3.926,0,0,5.408,4.244,6.588,0,0,2.055,1.18,3.118,0,0,37.875,25.642,50.676,0,0,0.82,0.243,1.686,0,0,2.377,1.649,3.073,0,0,3.28,2.607,3.972,0,0,2.66,1.863,3.552,0,0,7.411,6.428,8.616,0,0
75,158,F,0,,1.906,1.311,2.464,0,0,2.459,1.719,3.222,0,0,0.787,0.654,0.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.959,4.445,7.836,0,0,17.8,13.277,23.406,0,0,1.401,4.185,1.064,1.786,3.178,5.334,0,0,0,0,4.23,3.365,5.19,0,0,2.616,1.864,3.562,0,0,4.619,3.622,5.746,0,0,1.936,1.139,2.986,0,0,42.139,28.95,56.203,0,0,0.625,0.148,1.397,0,0,1.948,1.288,2.614,0,0,2.628,2.04,3.212,0,0,2.545,1.783,3.399,0,0,7.411,6.428,8.616,0,0
75,159,M,0,,2.218,1.61,2.79,0,0,2.892,2.142,3.656,0,0,0.78,0.638,0.892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.709,4.891,8.884,0,0,20.038,14.61,26.536,0,0,1.389,4.15,1.021,1.793,3.049,5.357,0,0,0,0,4.855,3.902,5.883,0,0,2.899,2.022,3.995,0,0,5.487,4.307,6.685,0,0,2.082,1.195,3.159,0,0,37.872,25.64,50.672,0,0,0.838,0.249,1.723,0,0,2.41,1.672,3.116,0,0,3.328,2.645,4.03,0,0,2.712,1.901,3.621,0,0,7.411,6.428,8.616,0,0
75,159,F,0,,1.935,1.33,2.501,0,0,2.5,1.747,3.276,0,0,0.786,0.653,0.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02,4.491,7.917,0,0,17.983,13.413,23.647,0,0,1.395,4.168,1.06,1.778,3.165,5.312,0,0,0,0,4.289,3.411,5.262,0,0,2.66,1.895,3.621,0,0,4.684,3.674,5.827,0,0,1.963,1.155,3.027,0,0,42.137,28.949,56.201,0,0,0.636,0.151,1.423,0,0,1.973,1.305,2.648,0,0,2.664,2.067,3.255,0,0,2.596,1.819,3.465,0,0,7.411,6.428,8.616,0,0
75,160,M,0,,2.253,1.635,2.834,0,0,2.942,2.179,3.719,0,0,0.778,0.638,0.891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.794,4.954,8.997,0,0,20.294,14.796,26.874,0,0,1.386,4.139,1.018,1.789,3.041,5.343,0,0,0,0,4.929,3.962,5.973,0,0,2.949,2.057,4.064,0,0,5.568,4.37,6.783,0,0,2.11,1.211,3.2,0,0,37.868,25.638,50.667,0,0,0.856,0.254,1.761,0,0,2.443,1.695,3.159,0,0,3.376,2.684,4.089,0,0,2.766,1.94,3.691,0,0,7.411,6.428,8.616,0,0
75,160,F,0,,1.964,1.351,2.539,0,0,2.541,1.776,3.331,0,0,0.785,0.652,0.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.082,4.536,7.997,0,0,18.167,13.55,23.888,0,0,1.39,4.151,1.055,1.771,3.152,5.29,0,0,0,0,4.348,3.458,5.335,0,0,2.703,1.926,3.681,0,0,4.75,3.725,5.909,0,0,1.99,1.171,3.069,0,0,42.136,28.948,56.199,0,0,0.648,0.154,1.449,0,0,1.998,1.321,2.682,0,0,2.699,2.095,3.299,0,0,2.647,1.856,3.532,0,0,7.411,6.428,8.616,0,0
75,161,M,0,,2.287,1.66,2.877,0,0,2.992,2.216,3.782,0,0,0.777,0.637,0.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88,5.016,9.111,0,0,20.55,14.983,27.214,0,0,1.382,4.129,1.015,1.784,3.033,5.329,0,0,0,0,5.004,4.022,6.065,0,0,3.0,2.093,4.135,0,0,5.648,4.433,6.882,0,0,2.137,1.227,3.242,0,0,37.865,25.636,50.663,0,0,0.875,0.26,1.8,0,0,2.477,1.718,3.202,0,0,3.425,2.722,4.148,0,0,2.821,1.979,3.762,0,0,7.411,6.428,8.616,0,0
